,GANomaly,DeepSAD,REPEN,DevNet,PReNet,FEAWAD,XGBOD
"('FashionMNIST_7', 0.05, 2)",,,,,,,
"('FashionMNIST_7', 0.05, 3)",,,,,,,
"('FashionMNIST_7', 0.1, 1)",,,,,,,
"('FashionMNIST_7', 0.1, 2)",,,,,,,
"('FashionMNIST_7', 0.1, 3)",,,,,,,
"('FashionMNIST_7', 0.25, 1)",,,,,,,
"('FashionMNIST_7', 0.25, 2)",,,,,,,
"('FashionMNIST_7', 0.25, 3)",,,,,,,
"('FashionMNIST_7', 0.5, 1)",,,,,,,
"('FashionMNIST_7', 0.5, 2)",,,,,,,
"('FashionMNIST_7', 0.5, 3)",,,,,,,
"('FashionMNIST_7', 0.75, 1)",,,,,,,
"('FashionMNIST_7', 0.75, 2)",,,,,,,
"('FashionMNIST_7', 0.75, 3)",,,,,,,
"('FashionMNIST_7', 1.0, 1)",,,,,,,
"('FashionMNIST_7', 1.0, 2)",,,,,,,
"('FashionMNIST_7', 1.0, 3)",,,,,,,
"('FashionMNIST_0', 0.0, 1)",,,,,,,
"('FashionMNIST_0', 0.0, 2)",,,,,,,
"('FashionMNIST_0', 0.0, 3)",,,,,,,
"('FashionMNIST_0', 0.01, 1)",,,,,,,
"('FashionMNIST_0', 0.01, 2)",,,,,,,
"('FashionMNIST_0', 0.01, 3)",,,,,,,
"('FashionMNIST_0', 0.05, 1)",,,,,,,
"('FashionMNIST_0', 0.05, 2)",,,,,,,
"('FashionMNIST_0', 0.05, 3)",,,,,,,
"('FashionMNIST_0', 0.1, 1)",,,,,,,
"('FashionMNIST_0', 0.1, 2)",,,,,,,
"('FashionMNIST_0', 0.1, 3)",,,,,,,
"('FashionMNIST_0', 0.25, 1)",,,,,,,
"('FashionMNIST_0', 0.25, 2)",,,,,,,
"('FashionMNIST_0', 0.25, 3)",,,,,,,
"('FashionMNIST_0', 0.5, 1)",,,,,,,
"('FashionMNIST_0', 0.5, 2)",,,,,,,
"('FashionMNIST_0', 0.5, 3)",,,,,,,
"('FashionMNIST_0', 0.75, 1)",,,,,,,
"('FashionMNIST_0', 0.75, 2)",,,,,,,
"('FashionMNIST_0', 0.75, 3)",,,,,,,
"('FashionMNIST_0', 1.0, 1)",,,,,,,
"('FashionMNIST_0', 1.0, 2)",,,,,,,
"('FashionMNIST_0', 1.0, 3)",,,,,,,
"('FashionMNIST_1', 0.0, 1)",,,,,,,
"('FashionMNIST_1', 0.0, 2)",,,,,,,
"('FashionMNIST_1', 0.0, 3)",,,,,,,
"('FashionMNIST_1', 0.01, 1)",,,,,,,
"('FashionMNIST_1', 0.01, 2)",,,,,,,
"('FashionMNIST_1', 0.01, 3)",,,,,,,
"('FashionMNIST_1', 0.05, 1)",,,,,,,
"('FashionMNIST_1', 0.05, 2)",,,,,,,
"('FashionMNIST_1', 0.05, 3)",,,,,,,
"('FashionMNIST_1', 0.1, 1)",,,,,,,
"('FashionMNIST_1', 0.1, 2)",,,,,,,
"('FashionMNIST_1', 0.1, 3)",,,,,,,
"('FashionMNIST_1', 0.25, 1)",,,,,,,
"('FashionMNIST_1', 0.25, 2)",,,,,,,
"('FashionMNIST_1', 0.25, 3)",,,,,,,
"('FashionMNIST_1', 0.5, 1)",,,,,,,
"('FashionMNIST_1', 0.5, 2)",,,,,,,
"('FashionMNIST_1', 0.5, 3)",,,,,,,
"('FashionMNIST_1', 0.75, 1)",,,,,,,
"('FashionMNIST_1', 0.75, 2)",,,,,,,
"('FashionMNIST_1', 0.75, 3)",,,,,,,
"('FashionMNIST_1', 1.0, 1)",,,,,,,
"('FashionMNIST_1', 1.0, 2)",,,,,,,
"('FashionMNIST_1', 1.0, 3)",,,,,,,
"('FashionMNIST_8', 0.0, 1)",,,,,,,
"('FashionMNIST_8', 0.0, 2)",,,,,,,
"('FashionMNIST_8', 0.0, 3)",,,,,,,
"('FashionMNIST_8', 0.01, 1)",,,,,,,
"('FashionMNIST_8', 0.01, 2)",,,,,,,
"('FashionMNIST_8', 0.01, 3)",,,,,,,
"('FashionMNIST_8', 0.05, 1)",,,,,,,
"('FashionMNIST_8', 0.05, 2)",,,,,,,
"('FashionMNIST_8', 0.05, 3)",,,,,,,
"('FashionMNIST_8', 0.1, 1)",,,,,,,
"('FashionMNIST_8', 0.1, 2)",,,,,,,
"('FashionMNIST_8', 0.1, 3)",,,,,,,
"('FashionMNIST_8', 0.25, 1)",,,,,,,
"('FashionMNIST_8', 0.25, 2)",,,,,,,
"('FashionMNIST_8', 0.25, 3)",,,,,,,
"('FashionMNIST_8', 0.5, 1)",,,,,,,
"('FashionMNIST_8', 0.5, 2)",,,,,,,
"('FashionMNIST_8', 0.5, 3)",,,,,,,
"('FashionMNIST_8', 0.75, 1)",,,,,,,
"('FashionMNIST_8', 0.75, 2)",,,,,,,
"('FashionMNIST_8', 0.75, 3)",,,,,,,
"('FashionMNIST_8', 1.0, 1)",,,,,,,
"('FashionMNIST_8', 1.0, 2)",,,,,,,
"('FashionMNIST_8', 1.0, 3)",,,,,,,
"('FashionMNIST_4', 0.0, 1)",,,,,,,
"('FashionMNIST_4', 0.0, 2)",,,,,,,
"('FashionMNIST_4', 0.0, 3)",,,,,,,
"('FashionMNIST_4', 0.01, 1)",,,,,,,
"('FashionMNIST_4', 0.01, 2)",,,,,,,
"('FashionMNIST_4', 0.01, 3)",,,,,,,
"('FashionMNIST_4', 0.05, 1)",,,,,,,
"('FashionMNIST_4', 0.05, 2)",,,,,,,
"('FashionMNIST_4', 0.05, 3)",,,,,,,
"('FashionMNIST_4', 0.1, 1)",,,,,,,
"('FashionMNIST_4', 0.1, 2)",,,,,,,
"('FashionMNIST_4', 0.1, 3)",,,,,,,
"('FashionMNIST_4', 0.25, 1)",,,,,,,
"('FashionMNIST_4', 0.25, 2)",,,,,,,
"('FashionMNIST_4', 0.25, 3)",,,,,,,
"('FashionMNIST_4', 0.5, 1)",,,,,,,
"('FashionMNIST_4', 0.5, 2)",,,,,,,
"('FashionMNIST_4', 0.5, 3)",,,,,,,
"('FashionMNIST_4', 0.75, 1)",,,,,,,
"('FashionMNIST_4', 0.75, 2)",,,,,,,
"('FashionMNIST_4', 0.75, 3)",,,,,,,
"('FashionMNIST_4', 1.0, 1)",,,,,,,
"('FashionMNIST_4', 1.0, 2)",,,,,,,
"('FashionMNIST_4', 1.0, 3)",,,,,,,
"('FashionMNIST_2', 0.0, 1)",,,,,,,
"('FashionMNIST_2', 0.0, 2)",,,,,,,
"('FashionMNIST_2', 0.0, 3)",,,,,,,
"('FashionMNIST_2', 0.01, 1)",,,,,,,
"('FashionMNIST_2', 0.01, 2)",,,,,,,
"('FashionMNIST_2', 0.01, 3)",,,,,,,
"('FashionMNIST_2', 0.05, 1)",,,,,,,
"('FashionMNIST_2', 0.05, 2)",,,,,,,
"('FashionMNIST_2', 0.05, 3)",,,,,,,
"('FashionMNIST_2', 0.1, 1)",,,,,,,
"('FashionMNIST_2', 0.1, 2)",,,,,,,
"('FashionMNIST_2', 0.1, 3)",,,,,,,
"('FashionMNIST_2', 0.25, 1)",,,,,,,
"('FashionMNIST_2', 0.25, 2)",,,,,,,
"('FashionMNIST_2', 0.25, 3)",,,,,,,
"('FashionMNIST_2', 0.5, 1)",,,,,,,
"('FashionMNIST_2', 0.5, 2)",,,,,,,
"('FashionMNIST_2', 0.5, 3)",,,,,,,
"('FashionMNIST_2', 0.75, 1)",,,,,,,
"('FashionMNIST_2', 0.75, 2)",,,,,,,
"('FashionMNIST_2', 0.75, 3)",,,,,,,
"('FashionMNIST_2', 1.0, 1)",,,,,,,
"('FashionMNIST_2', 1.0, 2)",,,,,,,
"('FashionMNIST_2', 1.0, 3)",,,,,,,
"('FashionMNIST_3', 0.0, 1)",,,,,,,
"('FashionMNIST_3', 0.0, 2)",,,,,,,
"('FashionMNIST_3', 0.0, 3)",,,,,,,
"('FashionMNIST_3', 0.01, 1)",,,,,,,
"('FashionMNIST_3', 0.01, 2)",,,,,,,
"('FashionMNIST_3', 0.01, 3)",,,,,,,
"('FashionMNIST_3', 0.05, 1)",,,,,,,
"('FashionMNIST_3', 0.05, 2)",,,,,,,
"('FashionMNIST_3', 0.05, 3)",,,,,,,
"('FashionMNIST_3', 0.1, 1)",,,,,,,
"('FashionMNIST_3', 0.1, 2)",,,,,,,
"('FashionMNIST_3', 0.1, 3)",,,,,,,
"('FashionMNIST_3', 0.25, 1)",,,,,,,
"('FashionMNIST_3', 0.25, 2)",,,,,,,
"('FashionMNIST_3', 0.25, 3)",,,,,,,
"('FashionMNIST_3', 0.5, 1)",,,,,,,
"('FashionMNIST_3', 0.5, 2)",,,,,,,
"('FashionMNIST_3', 0.5, 3)",,,,,,,
"('FashionMNIST_3', 0.75, 1)",,,,,,,
"('FashionMNIST_3', 0.75, 2)",,,,,,,
"('FashionMNIST_3', 0.75, 3)",,,,,,,
"('FashionMNIST_3', 1.0, 1)",,,,,,,
"('FashionMNIST_3', 1.0, 2)",,,,,,,
"('FashionMNIST_3', 1.0, 3)",,,,,,,
"('FashionMNIST_6', 0.0, 1)",,,,,,,
"('FashionMNIST_6', 0.0, 2)",,,,,,,
"('FashionMNIST_6', 0.0, 3)",,,,,,,
"('FashionMNIST_6', 0.01, 1)",,,,,,,
"('FashionMNIST_6', 0.01, 2)",,,,,,,
"('FashionMNIST_6', 0.01, 3)",,,,,,,
"('FashionMNIST_6', 0.05, 1)",,,,,,,
"('FashionMNIST_6', 0.05, 2)",,,,,,,
"('FashionMNIST_6', 0.05, 3)",,,,,,,
"('FashionMNIST_6', 0.1, 1)",,,,,,,
"('FashionMNIST_6', 0.1, 2)",,,,,,,
"('FashionMNIST_6', 0.1, 3)",,,,,,,
"('FashionMNIST_6', 0.25, 1)",,,,,,,
"('FashionMNIST_6', 0.25, 2)",,,,,,,
"('FashionMNIST_6', 0.25, 3)",,,,,,,
"('FashionMNIST_6', 0.5, 1)",,,,,,,
"('FashionMNIST_6', 0.5, 2)",,,,,,,
"('FashionMNIST_6', 0.5, 3)",,,,,,,
"('FashionMNIST_6', 0.75, 1)",,,,,,,
"('FashionMNIST_6', 0.75, 2)",,,,,,,
"('FashionMNIST_6', 0.75, 3)",,,,,,,
"('FashionMNIST_6', 1.0, 1)",,,,,,,
"('FashionMNIST_6', 1.0, 2)",,,,,,,
"('FashionMNIST_6', 1.0, 3)",,,,,,,
"('19_landsat', 0.0, 1)",,,,,,,
"('19_landsat', 0.0, 2)",,,,,,,
"('19_landsat', 0.0, 3)",,,,,,,
"('19_landsat', 0.01, 1)",,,,,,,
"('19_landsat', 0.01, 2)",,,,,,,
"('19_landsat', 0.01, 3)",,,,,,,
"('19_landsat', 0.05, 1)",,,,,,,
"('19_landsat', 0.05, 2)",,,,,,,
"('19_landsat', 0.05, 3)",,,,,,,
"('19_landsat', 0.1, 1)",,,,,,,
"('19_landsat', 0.1, 2)",,,,,,,
"('19_landsat', 0.1, 3)",,,,,,,
"('19_landsat', 0.25, 1)",,,,,,,
"('19_landsat', 0.25, 2)",,,,,,,
"('19_landsat', 0.25, 3)",,,,,,,
"('19_landsat', 0.5, 1)",,,,,,,
"('19_landsat', 0.5, 2)",,,,,,,
"('19_landsat', 0.5, 3)",,,,,,,
"('19_landsat', 0.75, 1)",,,,,,,
"('19_landsat', 0.75, 2)",,,,,,,
"('19_landsat', 0.75, 3)",,,,,,,
"('19_landsat', 1.0, 1)",,,,,,,
"('19_landsat', 1.0, 2)",,,,,,,
"('19_landsat', 1.0, 3)",,,,,,,
"('30_satellite', 0.0, 1)",,,,,,,
"('30_satellite', 0.0, 2)",,,,,,,
"('30_satellite', 0.0, 3)",,,,,,,
"('30_satellite', 0.01, 1)",,,,,,,
"('30_satellite', 0.01, 2)",,,,,,,
"('30_satellite', 0.01, 3)",,,,,,,
"('30_satellite', 0.05, 1)",,,,,,,
"('30_satellite', 0.05, 2)",,,,,,,
"('30_satellite', 0.05, 3)",,,,,,,
"('30_satellite', 0.1, 1)",,,,,,,
"('30_satellite', 0.1, 2)",,,,,,,
"('30_satellite', 0.1, 3)",,,,,,,
"('30_satellite', 0.25, 1)",,,,,,,
"('30_satellite', 0.25, 2)",,,,,,,
"('30_satellite', 0.25, 3)",,,,,,,
"('30_satellite', 0.5, 1)",,,,,,,
"('30_satellite', 0.5, 2)",,,,,,,
"('30_satellite', 0.5, 3)",,,,,,,
"('30_satellite', 0.75, 1)",,,,,,,
"('30_satellite', 0.75, 2)",,,,,,,
"('30_satellite', 0.75, 3)",,,,,,,
"('30_satellite', 1.0, 1)",,,,,,,
"('30_satellite', 1.0, 2)",,,,,,,
"('30_satellite', 1.0, 3)",,,,,,,
"('28_pendigits', 0.0, 1)",,,,,,,
"('28_pendigits', 0.0, 2)",,,,,,,
"('28_pendigits', 0.0, 3)",,,,,,,
"('28_pendigits', 0.01, 1)",,,,,,,
"('28_pendigits', 0.01, 2)",,,,,,,
"('28_pendigits', 0.01, 3)",,,,,,,
"('28_pendigits', 0.05, 1)",,,,,,,
"('28_pendigits', 0.05, 2)",,,,,,,
"('28_pendigits', 0.05, 3)",,,,,,,
"('28_pendigits', 0.1, 1)",,,,,,,
"('28_pendigits', 0.1, 2)",,,,,,,
"('28_pendigits', 0.1, 3)",,,,,,,
"('28_pendigits', 0.25, 1)",,,,,,,
"('28_pendigits', 0.25, 2)",,,,,,,
"('28_pendigits', 0.25, 3)",,,,,,,
"('28_pendigits', 0.5, 1)",,,,,,,
"('28_pendigits', 0.5, 2)",,,,,,,
"('28_pendigits', 0.5, 3)",,,,,,,
"('28_pendigits', 0.75, 1)",,,,,,,
"('28_pendigits', 0.75, 2)",,,,,,,
"('28_pendigits', 0.75, 3)",,,,,,,
"('28_pendigits', 1.0, 1)",,,,,,,
"('28_pendigits', 1.0, 2)",,,,,,,
"('28_pendigits', 1.0, 3)",,,,,,,
"('2_annthyroid', 0.0, 1)",,,,,,,
"('2_annthyroid', 0.0, 2)",,,,,,,
"('2_annthyroid', 0.0, 3)",,,,,,,
"('2_annthyroid', 0.01, 1)",,,,,,,
"('2_annthyroid', 0.01, 2)",,,,,,,
"('2_annthyroid', 0.01, 3)",,,,,,,
"('2_annthyroid', 0.05, 1)",,,,,,,
"('2_annthyroid', 0.05, 2)",,,,,,,
"('2_annthyroid', 0.05, 3)",,,,,,,
"('2_annthyroid', 0.1, 1)",,,,,,,
"('2_annthyroid', 0.1, 2)",,,,,,,
"('2_annthyroid', 0.1, 3)",,,,,,,
"('2_annthyroid', 0.25, 1)",,,,,,,
"('2_annthyroid', 0.25, 2)",,,,,,,
"('2_annthyroid', 0.25, 3)",,,,,,,
"('2_annthyroid', 0.5, 1)",,,,,,,
"('2_annthyroid', 0.5, 2)",,,,,,,
"('2_annthyroid', 0.5, 3)",,,,,,,
"('2_annthyroid', 0.75, 1)",,,,,,,
"('2_annthyroid', 0.75, 2)",,,,,,,
"('2_annthyroid', 0.75, 3)",,,,,,,
"('2_annthyroid', 1.0, 1)",,,,,,,
"('2_annthyroid', 1.0, 2)",,,,,,,
"('2_annthyroid', 1.0, 3)",,,,,,,
"('SVHN_5', 0.0, 1)",,,,,,,
"('SVHN_5', 0.0, 2)",,,,,,,
"('SVHN_5', 0.0, 3)",,,,,,,
"('SVHN_5', 0.01, 1)",,,,,,,
"('SVHN_5', 0.01, 2)",,,,,,,
"('SVHN_5', 0.01, 3)",,,,,,,
"('SVHN_5', 0.05, 1)",,,,,,,
"('SVHN_5', 0.05, 2)",,,,,,,
"('SVHN_5', 0.05, 3)",,,,,,,
"('SVHN_5', 0.1, 1)",,,,,,,
"('SVHN_5', 0.1, 2)",,,,,,,
"('SVHN_5', 0.1, 3)",,,,,,,
"('SVHN_5', 0.25, 1)",,,,,,,
"('SVHN_5', 0.25, 2)",,,,,,,
"('SVHN_5', 0.25, 3)",,,,,,,
"('SVHN_5', 0.5, 1)",,,,,,,
"('SVHN_5', 0.5, 2)",,,,,,,
"('SVHN_5', 0.5, 3)",,,,,,,
"('SVHN_5', 0.75, 1)",,,,,,,
"('SVHN_5', 0.75, 2)",,,,,,,
"('SVHN_5', 0.75, 3)",,,,,,,
"('SVHN_5', 1.0, 1)",,,,,,,
"('SVHN_5', 1.0, 2)",,,,,,,
"('SVHN_5', 1.0, 3)",,,,,,,
"('24_mnist', 0.0, 1)",,,,,,,
"('24_mnist', 0.0, 2)",,,,,,,
"('24_mnist', 0.0, 3)",,,,,,,
"('24_mnist', 0.01, 1)",,,,,,,
"('24_mnist', 0.01, 2)",,,,,,,
"('24_mnist', 0.01, 3)",,,,,,,
"('24_mnist', 0.05, 1)",,,,,,,
"('24_mnist', 0.05, 2)",,,,,,,
"('24_mnist', 0.05, 3)",,,,,,,
"('24_mnist', 0.1, 1)",,,,,,,
"('24_mnist', 0.1, 2)",,,,,,,
"('24_mnist', 0.1, 3)",,,,,,,
"('24_mnist', 0.25, 1)",,,,,,,
"('24_mnist', 0.25, 2)",,,,,,,
"('24_mnist', 0.25, 3)",,,,,,,
"('24_mnist', 0.5, 1)",,,,,,,
"('24_mnist', 0.5, 2)",,,,,,,
"('24_mnist', 0.5, 3)",,,,,,,
"('24_mnist', 0.75, 1)",,,,,,,
"('24_mnist', 0.75, 2)",,,,,,,
"('24_mnist', 0.75, 3)",,,,,,,
"('24_mnist', 1.0, 1)",,,,,,,
"('24_mnist', 1.0, 2)",,,,,,,
"('24_mnist', 1.0, 3)",,,,,,,
"('SVHN_4', 0.0, 1)",,,,,,,
"('SVHN_4', 0.0, 2)",,,,,,,
"('SVHN_4', 0.0, 3)",,,,,,,
"('SVHN_4', 0.01, 1)",,,,,,,
"('SVHN_4', 0.01, 2)",,,,,,,
"('SVHN_4', 0.01, 3)",,,,,,,
"('SVHN_4', 0.05, 1)",,,,,,,
"('SVHN_4', 0.05, 2)",,,,,,,
"('SVHN_4', 0.05, 3)",,,,,,,
"('SVHN_4', 0.1, 1)",,,,,,,
"('SVHN_4', 0.1, 2)",,,,,,,
"('SVHN_4', 0.1, 3)",,,,,,,
"('SVHN_4', 0.25, 1)",,,,,,,
"('SVHN_4', 0.25, 2)",,,,,,,
"('SVHN_4', 0.25, 3)",,,,,,,
"('SVHN_4', 0.5, 1)",,,,,,,
"('SVHN_4', 0.5, 2)",,,,,,,
"('SVHN_4', 0.5, 3)",,,,,,,
"('SVHN_4', 0.75, 1)",,,,,,,
"('SVHN_4', 0.75, 2)",,,,,,,
"('SVHN_4', 0.75, 3)",,,,,,,
"('SVHN_4', 1.0, 1)",,,,,,,
"('SVHN_4', 1.0, 2)",,,,,,,
"('SVHN_4', 1.0, 3)",,,,,,,
"('SVHN_3', 0.0, 1)",,,,,,,
"('SVHN_3', 0.0, 2)",,,,,,,
"('SVHN_3', 0.0, 3)",,,,,,,
"('SVHN_3', 0.01, 1)",,,,,,,
"('SVHN_3', 0.01, 2)",,,,,,,
"('SVHN_3', 0.01, 3)",,,,,,,
"('SVHN_3', 0.05, 1)",,,,,,,
"('SVHN_3', 0.05, 2)",,,,,,,
"('SVHN_3', 0.05, 3)",,,,,,,
"('SVHN_3', 0.1, 1)",,,,,,,
"('SVHN_3', 0.1, 2)",,,,,,,
"('SVHN_3', 0.1, 3)",,,,,,,
"('SVHN_3', 0.25, 1)",,,,,,,
"('SVHN_3', 0.25, 2)",,,,,,,
"('SVHN_3', 0.25, 3)",,,,,,,
"('SVHN_3', 0.5, 1)",,,,,,,
"('SVHN_3', 0.5, 2)",,,,,,,
"('SVHN_3', 0.5, 3)",,,,,,,
"('SVHN_3', 0.75, 1)",,,,,,,
"('SVHN_3', 0.75, 2)",,,,,,,
"('SVHN_3', 0.75, 3)",,,,,,,
"('SVHN_3', 1.0, 1)",,,,,,,
"('SVHN_3', 1.0, 2)",,,,,,,
"('SVHN_3', 1.0, 3)",,,,,,,
"('SVHN_2', 0.0, 1)",,,,,,,
"('SVHN_2', 0.0, 2)",,,,,,,
"('SVHN_2', 0.0, 3)",,,,,,,
"('SVHN_2', 0.01, 1)",,,,,,,
"('SVHN_2', 0.01, 2)",,,,,,,
"('SVHN_2', 0.01, 3)",,,,,,,
"('SVHN_2', 0.05, 1)",,,,,,,
"('SVHN_2', 0.05, 2)",,,,,,,
"('SVHN_2', 0.05, 3)",,,,,,,
"('SVHN_2', 0.1, 1)",,,,,,,
"('SVHN_2', 0.1, 2)",,,,,,,
"('SVHN_2', 0.1, 3)",,,,,,,
"('SVHN_2', 0.25, 1)",,,,,,,
"('SVHN_2', 0.25, 2)",,,,,,,
"('SVHN_2', 0.25, 3)",,,,,,,
"('SVHN_2', 0.5, 1)",,,,,,,
"('SVHN_2', 0.5, 2)",,,,,,,
"('SVHN_2', 0.5, 3)",,,,,,,
"('SVHN_2', 0.75, 1)",,,,,,,
"('SVHN_2', 0.75, 2)",,,,,,,
"('SVHN_2', 0.75, 3)",,,,,,,
"('SVHN_2', 1.0, 1)",,,,,,,
"('SVHN_2', 1.0, 2)",,,,,,,
"('SVHN_2', 1.0, 3)",,,,,,,
"('agnews_0', 0.0, 1)",,,,,,,
"('agnews_0', 0.0, 2)",,,,,,,
"('agnews_0', 0.0, 3)",,,,,,,
"('agnews_0', 0.01, 1)",,,,,,,
"('agnews_0', 0.01, 2)",,,,,,,
"('agnews_0', 0.01, 3)",,,,,,,
"('agnews_0', 0.05, 1)",,,,,,,
"('agnews_0', 0.05, 2)",,,,,,,
"('agnews_0', 0.05, 3)",,,,,,,
"('agnews_0', 0.1, 1)",,,,,,,
"('agnews_0', 0.1, 2)",,,,,,,
"('agnews_0', 0.1, 3)",,,,,,,
"('agnews_0', 0.25, 1)",,,,,,,
"('agnews_0', 0.25, 2)",,,,,,,
"('agnews_0', 0.25, 3)",,,,,,,
"('agnews_0', 0.5, 1)",,,,,,,
"('agnews_0', 0.5, 2)",,,,,,,
"('agnews_0', 0.5, 3)",,,,,,,
"('agnews_0', 0.75, 1)",,,,,,,
"('agnews_0', 0.75, 2)",,,,,,,
"('agnews_0', 0.75, 3)",,,,,,,
"('agnews_0', 1.0, 1)",,,,,,,
"('agnews_0', 1.0, 2)",,,,,,,
"('agnews_0', 1.0, 3)",,,,,,,
"('agnews_1', 0.0, 1)",,,,,,,
"('agnews_1', 0.0, 2)",,,,,,,
"('agnews_1', 0.0, 3)",,,,,,,
"('agnews_1', 0.01, 1)",,,,,,,
"('agnews_1', 0.01, 2)",,,,,,,
"('agnews_1', 0.01, 3)",,,,,,,
"('agnews_1', 0.05, 1)",,,,,,,
"('agnews_1', 0.05, 2)",,,,,,,
"('agnews_1', 0.05, 3)",,,,,,,
"('agnews_1', 0.1, 1)",,,,,,,
"('agnews_1', 0.1, 2)",,,,,,,
"('agnews_1', 0.1, 3)",,,,,,,
"('agnews_1', 0.25, 1)",,,,,,,
"('agnews_1', 0.25, 2)",,,,,,,
"('agnews_1', 0.25, 3)",,,,,,,
"('agnews_1', 0.5, 1)",,,,,,,
"('agnews_1', 0.5, 2)",,,,,,,
"('agnews_1', 0.5, 3)",,,,,,,
"('agnews_1', 0.75, 1)",,,,,,,
"('agnews_1', 0.75, 2)",,,,,,,
"('agnews_1', 0.75, 3)",,,,,,,
"('agnews_1', 1.0, 1)",,,,,,,
"('agnews_1', 1.0, 2)",,,,,,,
"('agnews_1', 1.0, 3)",,,,,,,
"('agnews_2', 0.0, 1)",,,,,,,
"('agnews_2', 0.0, 2)",,,,,,,
"('agnews_2', 0.0, 3)",,,,,,,
"('agnews_2', 0.01, 1)",,,,,,,
"('agnews_2', 0.01, 2)",,,,,,,
"('agnews_2', 0.01, 3)",,,,,,,
"('agnews_2', 0.05, 1)",,,,,,,
"('agnews_2', 0.05, 2)",,,,,,,
"('agnews_2', 0.05, 3)",,,,,,,
"('agnews_2', 0.1, 1)",,,,,,,
"('agnews_2', 0.1, 2)",,,,,,,
"('agnews_2', 0.1, 3)",,,,,,,
"('agnews_2', 0.25, 1)",,,,,,,
"('agnews_2', 0.25, 2)",,,,,,,
"('agnews_2', 0.25, 3)",,,,,,,
"('agnews_2', 0.5, 1)",,,,,,,
"('agnews_2', 0.5, 2)",,,,,,,
"('agnews_2', 0.5, 3)",,,,,,,
"('agnews_2', 0.75, 1)",,,,,,,
"('agnews_2', 0.75, 2)",,,,,,,
"('agnews_2', 0.75, 3)",,,,,,,
"('agnews_2', 1.0, 1)",,,,,,,
"('agnews_2', 1.0, 2)",,,,,,,
"('agnews_2', 1.0, 3)",,,,,,,
"('agnews_3', 0.0, 1)",,,,,,,
"('agnews_3', 0.0, 2)",,,,,,,
"('agnews_3', 0.0, 3)",,,,,,,
"('agnews_3', 0.01, 1)",,,,,,,
"('agnews_3', 0.01, 2)",,,,,,,
"('agnews_3', 0.01, 3)",,,,,,,
"('agnews_3', 0.05, 1)",,,,,,,
"('agnews_3', 0.05, 2)",,,,,,,
"('agnews_3', 0.05, 3)",,,,,,,
"('agnews_3', 0.1, 1)",,,,,,,
"('agnews_3', 0.1, 2)",,,,,,,
"('agnews_3', 0.1, 3)",,,,,,,
"('agnews_3', 0.25, 1)",,,,,,,
"('agnews_3', 0.25, 2)",,,,,,,
"('agnews_3', 0.25, 3)",,,,,,,
"('agnews_3', 0.5, 1)",,,,,,,
"('agnews_3', 0.5, 2)",,,,,,,
"('agnews_3', 0.5, 3)",,,,,,,
"('agnews_3', 0.75, 1)",,,,,,,
"('agnews_3', 0.75, 2)",,,,,,,
"('agnews_3', 0.75, 3)",,,,,,,
"('agnews_3', 1.0, 1)",,,,,,,
"('agnews_3', 1.0, 2)",,,,,,,
"('agnews_3', 1.0, 3)",,,,,,,
"('amazon', 0.0, 1)",,,,,,,
"('amazon', 0.0, 2)",,,,,,,
"('amazon', 0.0, 3)",,,,,,,
"('amazon', 0.01, 1)",,,,,,,
"('amazon', 0.01, 2)",,,,,,,
"('amazon', 0.01, 3)",,,,,,,
"('amazon', 0.05, 1)",,,,,,,
"('amazon', 0.05, 2)",,,,,,,
"('amazon', 0.05, 3)",,,,,,,
"('amazon', 0.1, 1)",,,,,,,
"('amazon', 0.1, 2)",,,,,,,
"('amazon', 0.1, 3)",,,,,,,
"('amazon', 0.25, 1)",,,,,,,
"('amazon', 0.25, 2)",,,,,,,
"('amazon', 0.25, 3)",,,,,,,
"('amazon', 0.5, 1)",,,,,,,
"('amazon', 0.5, 2)",,,,,,,
"('amazon', 0.5, 3)",,,,,,,
"('amazon', 0.75, 1)",,,,,,,
"('amazon', 0.75, 2)",,,,,,,
"('amazon', 0.75, 3)",,,,,,,
"('amazon', 1.0, 1)",,,,,,,
"('amazon', 1.0, 2)",,,,,,,
"('amazon', 1.0, 3)",,,,,,,
"('SVHN_1', 0.0, 1)",,,,,,,
"('SVHN_1', 0.0, 2)",,,,,,,
"('SVHN_1', 0.0, 3)",,,,,,,
"('SVHN_1', 0.01, 1)",,,,,,,
"('SVHN_1', 0.01, 2)",,,,,,,
"('SVHN_1', 0.01, 3)",,,,,,,
"('SVHN_1', 0.05, 1)",,,,,,,
"('SVHN_1', 0.05, 2)",,,,,,,
"('SVHN_1', 0.05, 3)",,,,,,,
"('SVHN_1', 0.1, 1)",,,,,,,
"('SVHN_1', 0.1, 2)",,,,,,,
"('SVHN_1', 0.1, 3)",,,,,,,
"('SVHN_1', 0.25, 1)",,,,,,,
"('SVHN_1', 0.25, 2)",,,,,,,
"('SVHN_1', 0.25, 3)",,,,,,,
"('SVHN_1', 0.5, 1)",,,,,,,
"('SVHN_1', 0.5, 2)",,,,,,,
"('SVHN_1', 0.5, 3)",,,,,,,
"('SVHN_1', 0.75, 1)",,,,,,,
"('SVHN_1', 0.75, 2)",,,,,,,
"('SVHN_1', 0.75, 3)",,,,,,,
"('SVHN_1', 1.0, 1)",,,,,,,
"('SVHN_1', 1.0, 2)",,,,,,,
